LabVIEW Measurement	
Writer_Version	0.92
Reader_Version	1
Separator	Tab
Multi_Headings	No
X_Columns	One
Time_Pref	Relative
Operator	testusers
Date	2019/10/31
Time	11:02:23.53125
***End_of_Header***	
	
Channels	6						
Samples	20000	20000	20000	20000	20000	20000	
Date	2019/10/31	2019/10/31	2019/10/31	2019/10/31	2019/10/31	2019/10/31	
Time	11:26:29.03125	11:26:29.03125	11:26:29.03125	11:26:29.03125	11:26:29.03125	11:26:29.03125	
X_Dimension	Time	Time	Time	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	0.025000	0.025000	0.025000	0.025000	0.025000	0.025000	
***End_of_Header***							
X_Value	FRF Magnitude 1	FRF Magnitude 2	FRF Phase 1	FRF Phase 2	Coherence 1	Coherence 2	Comment
0.000000	30.392685	15.969988	3.141593	3.141593	0.939023	0.988016
0.025000	3.626467	0.305110	1.022110	-1.829209	0.967923	0.049568
0.050000	2.275306	0.594022	-1.613335	-2.431963	0.999572	0.352372
0.075000	4.144037	1.056415	0.583759	0.521206	0.994780	0.911310
0.100000	1.692371	1.525795	-0.229280	-0.082683	0.882116	0.939179
0.125000	2.715139	1.659793	0.071180	-1.000353	0.978194	0.961268
0.150000	0.765496	0.926365	-0.249707	-2.355133	0.954864	0.963683
0.175000	3.165724	0.896722	0.555761	1.175215	0.977502	0.811358
0.200000	2.815878	1.012163	-0.346614	-0.376391	0.954488	0.819397
0.225000	1.699343	0.451927	-0.078454	-0.339219	0.971099	0.910828
0.250000	1.948451	0.640327	-0.377028	-0.809726	0.982509	0.929571
0.275000	2.076098	0.416983	0.532080	0.314349	0.980412	0.919566
0.300000	2.798455	0.867915	-0.296786	-0.608623	0.983832	0.980917
0.325000	1.268934	0.453285	0.148798	-1.304038	0.941478	0.806440
0.350000	1.984032	0.181254	0.023531	0.391834	0.982839	0.653196
0.375000	2.241147	0.583863	0.152876	0.041957	0.950923	0.806303
0.400000	2.523649	0.666024	-0.370410	-0.389891	0.941061	0.919768
0.425000	0.982903	0.521357	-0.136500	-0.862669	0.815940	0.986886
0.450000	2.328769	0.356051	0.143669	-0.276913	0.959499	0.853950
0.475000	1.968499	0.541805	-0.377267	-0.928137	0.891699	0.864535
0.500000	1.899365	0.266608	0.018820	0.569682	0.852282	0.817412
0.525000	1.780217	0.732089	-0.252319	-0.646180	0.975125	0.841313
0.550000	1.978094	0.249225	0.050251	-0.744295	0.983374	0.330681
0.575000	1.968982	0.359152	-0.477922	-1.059788	0.997275	0.827395
0.600000	1.583610	0.269981	0.171418	0.389737	0.979777	0.984989
0.625000	1.864183	0.431476	-0.196324	-0.325993	0.996257	0.809130
0.650000	2.031625	0.420523	-0.148388	-0.596586	0.989730	0.895049
0.675000	1.438998	0.212264	-0.394209	-0.339130	0.990447	0.960978
0.700000	1.884471	0.408216	-0.141188	-0.370071	0.999253	0.984836
0.725000	1.400387	0.267396	-0.181510	-0.182445	0.998609	0.971129
0.750000	2.146382	0.515533	-0.170096	-0.340677	0.997515	0.976201
0.775000	1.256068	0.287970	-0.251310	-0.558436	0.968753	0.688905
0.800000	1.786898	0.267137	-0.128231	-0.243342	0.994184	0.911324
0.825000	1.586218	0.516844	-0.160756	0.107677	0.987661	0.994458
0.850000	1.821926	0.514613	-0.186753	-0.563829	0.989427	0.953676
0.875000	1.519378	0.449220	-0.240503	-0.328344	0.991209	0.964662
0.900000	1.618715	0.352177	-0.065205	-0.306219	0.998304	0.922960
0.925000	1.698863	0.560469	-0.212410	-0.290510	0.999200	0.980490
0.950000	1.617620	0.453658	-0.157217	-0.541638	0.989748	0.943043
0.975000	1.622374	0.450722	-0.240662	-0.449051	0.995726	0.990475
1.000000	1.650192	0.464257	-0.110663	-0.347342	0.998279	0.967587
1.025000	1.707861	0.554905	-0.228616	-0.420714	0.999752	0.980938
1.050000	1.623861	0.538296	-0.195961	-0.571900	0.998312	0.982703
1.075000	1.712107	0.525921	-0.206461	-0.559693	0.998978	0.995964
1.100000	1.684584	0.545403	-0.196172	-0.592989	0.999486	0.999906
1.125000	1.737699	0.568136	-0.267530	-0.653515	0.998277	0.998876
1.150000	1.658316	0.557728	-0.214446	-0.692059	0.999695	0.999082
1.175000	1.740257	0.550920	-0.237408	-0.685266	0.997888	0.999996
1.200000	1.750842	0.620422	-0.264830	-0.704772	0.999388	0.997879
1.225000	1.756881	0.609373	-0.291837	-0.843056	0.996821	0.996300
1.250000	1.732292	0.584602	-0.276721	-0.779356	0.999665	0.999256
1.275000	1.745207	0.641564	-0.284465	-0.785478	0.999765	0.999027
1.300000	1.873964	0.674946	-0.277215	-0.817028	0.999958	0.999616
1.325000	1.910971	0.741174	-0.354951	-0.846388	0.999251	0.998496
1.350000	1.878401	0.755692	-0.336041	-0.882898	0.999321	0.999288
1.375000	1.971472	0.816624	-0.333916	-0.832023	0.999751	0.999822
1.400000	2.085226	0.917437	-0.327673	-0.800260	0.999870	0.999543
1.425000	2.229420	1.057832	-0.347744	-0.793993	0.998801	0.996388
1.450000	2.256029	1.088034	-0.341223	-0.766926	0.999456	0.999904
1.475000	2.257454	1.111774	-0.339284	-0.691024	0.999786	0.998916
1.500000	2.183106	1.085393	-0.253714	-0.616272	0.999872	0.999794
1.525000	2.396214	1.082133	-0.241014	-0.578333	0.999054	0.999752
1.550000	2.295473	1.102502	-0.331960	-0.597926	0.998363	0.999934
1.575000	2.327304	1.183335	-0.334292	-0.719960	0.999764	0.996251
1.600000	2.375430	1.119758	-0.395300	-0.808090	0.996510	0.992080
1.625000	2.355373	1.235015	-0.380670	-0.764825	0.997608	0.998823
1.650000	2.560001	1.401192	-0.312753	-0.730437	0.998818	0.997349
1.675000	2.932542	1.648549	-0.315018	-0.656262	0.999047	0.999527
1.700000	2.991634	1.854125	-0.333078	-0.616862	0.999754	0.992717
1.725000	2.928780	1.945266	-0.347407	-0.643981	0.999590	0.996641
1.750000	2.950712	1.944225	-0.426182	-0.760056	0.997621	0.996643
1.775000	2.851275	1.925835	-0.462856	-0.812620	0.996080	0.993263
