X_Value	FRF Magnitude 1	FRF Magnitude 2	FRF Magnitude 3	FRF Phase 1	FRF Phase 2	FRF Phase 3	Coherence 1	Coherence 2	Coherence 3	Response Function FFT (Mag) 1	Response Function FFT (Mag) 2	Response Function FFT (Mag) 3	Response Function FFT (Phase) 1	Response Function FFT (Phase) 2	Response Function FFT (Phase) 3	Transmissibility Magnitude 1	Transmissibility Magnitude 2	Transmissibility Phase 1	Transmissibility Phase 2	Bode Amplitude Ratio 1	Bode Amplitude Ratio 2	Bode Amplitude Ratio 3	Bode Phase 1	Bode Phase 2	Bode Phase 3	Comment
9.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.001105	0.000000	0.000000	0.530204	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
9.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000772	0.000000	0.000000	0.590162	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
9.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000775	0.000000	0.000000	0.506871	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
10.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.003471	0.000000	0.000000	0.639828	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
10.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000586	0.000000	0.000000	0.825714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
10.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000924	0.000000	0.000000	0.466931	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
10.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.001127	0.000000	0.000000	0.425425	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
10.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.001289	0.000000	0.000000	0.437579	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
10.500000	0.058696	0.000000	0.000000	2.710641	0.000000	0.000000	1.000000	NaN	NaN	0.000591	0.000000	0.000000	1.172831	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-24.627828	-Inf	-Inf	155.308277	0.000000	0.000000
10.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000811	0.000000	0.000000	0.409089	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
10.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000935	0.000000	0.000000	0.409511	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
10.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000861	0.000000	0.000000	0.432857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
10.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000677	0.000000	0.000000	0.260875	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
11.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000550	0.000000	0.000000	-1.154973	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
11.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000737	0.000000	0.000000	0.241303	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
11.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000718	0.000000	0.000000	0.203915	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
11.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000846	0.000000	0.000000	0.299854	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
11.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000751	0.000000	0.000000	0.377582	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
11.500000	0.572281	0.000000	0.000000	-2.728760	0.000000	0.000000	1.000000	NaN	NaN	0.005149	0.000000	0.000000	-1.121836	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-4.847811	-Inf	-Inf	-156.346457	0.000000	0.000000
11.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000600	0.000000	0.000000	0.326258	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
11.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000621	0.000000	0.000000	0.273274	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
11.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000533	0.000000	0.000000	0.286243	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
11.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000506	0.000000	0.000000	0.464828	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
12.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.001279	0.000000	0.000000	2.289819	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
12.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000599	0.000000	0.000000	0.252689	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
12.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000505	0.000000	0.000000	0.392794	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
12.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000455	0.000000	0.000000	0.360064	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
12.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000460	0.000000	0.000000	0.440610	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
12.500000	0.416691	0.000000	0.000000	-2.914382	0.000000	0.000000	1.000000	NaN	NaN	0.002942	0.000000	0.000000	1.837277	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-7.603715	-Inf	-Inf	-166.981767	0.000000	0.000000
12.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000401	0.000000	0.000000	0.515409	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
12.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000397	0.000000	0.000000	0.579864	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
12.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000286	0.000000	0.000000	0.700820	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
12.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000431	0.000000	0.000000	0.600651	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
13.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.001243	0.000000	0.000000	0.358593	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
13.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000311	0.000000	0.000000	0.674413	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
13.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000442	0.000000	0.000000	0.548922	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
13.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000400	0.000000	0.000000	0.599769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
13.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000419	0.000000	0.000000	0.753036	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
13.500000	0.427782	0.000000	0.000000	-2.589745	0.000000	0.000000	1.000000	NaN	NaN	0.002810	0.000000	0.000000	-0.976538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-7.375546	-Inf	-Inf	-148.381482	0.000000	0.000000
13.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000545	0.000000	0.000000	0.820057	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
13.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000577	0.000000	0.000000	0.544599	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
13.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000496	0.000000	0.000000	0.441566	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
13.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000501	0.000000	0.000000	0.313319	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
14.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000250	0.000000	0.000000	-0.446525	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
14.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000470	0.000000	0.000000	0.306516	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
14.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000463	0.000000	0.000000	0.177237	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
14.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000450	0.000000	0.000000	0.433601	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
14.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000383	0.000000	0.000000	0.599382	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
14.500000	0.264808	0.000000	0.000000	-2.529023	0.000000	0.000000	1.000000	NaN	NaN	0.001380	0.000000	0.000000	2.228919	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-11.541384	-Inf	-Inf	-144.902367	0.000000	0.000000
14.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000359	0.000000	0.000000	0.342608	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
14.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000409	0.000000	0.000000	0.537014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
14.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000282	0.000000	0.000000	0.492010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
14.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000282	0.000000	0.000000	0.447761	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
15.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000164	0.000000	0.000000	2.991562	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
15.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000262	0.000000	0.000000	0.447718	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
15.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000409	0.000000	0.000000	0.495690	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
15.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000212	0.000000	0.000000	0.336546	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
15.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000343	0.000000	0.000000	0.648296	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
15.500000	0.231780	0.000000	0.000000	-3.038545	0.000000	0.000000	1.000000	NaN	NaN	0.001162	0.000000	0.000000	-1.419054	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-12.698483	-Inf	-Inf	-174.095781	0.000000	0.000000
15.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000391	0.000000	0.000000	0.501133	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
15.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000290	0.000000	0.000000	0.389939	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
15.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000336	0.000000	0.000000	0.403860	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
15.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000305	0.000000	0.000000	0.269816	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
16.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000669	0.000000	0.000000	0.986948	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
16.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000218	0.000000	0.000000	1.026201	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
16.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000303	0.000000	0.000000	0.624817	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
16.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000353	0.000000	0.000000	0.604140	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
16.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000399	0.000000	0.000000	0.834335	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
16.500000	0.332046	0.000000	0.000000	2.987178	0.000000	0.000000	1.000000	NaN	NaN	0.001328	0.000000	0.000000	1.468218	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-9.576038	-Inf	-Inf	171.152688	0.000000	0.000000
16.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000343	0.000000	0.000000	0.521900	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
16.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000336	0.000000	0.000000	0.475320	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
16.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000381	0.000000	0.000000	0.560737	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
16.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000237	0.000000	0.000000	0.619600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
17.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000228	0.000000	0.000000	-0.967359	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
17.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000411	0.000000	0.000000	0.484093	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
17.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000366	0.000000	0.000000	0.419258	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
17.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000286	0.000000	0.000000	0.523687	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
17.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000419	0.000000	0.000000	0.387978	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
17.500000	0.313054	0.000000	0.000000	-2.785264	0.000000	0.000000	1.000000	NaN	NaN	0.001238	0.000000	0.000000	-1.159490	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-10.087617	-Inf	-Inf	-159.583871	0.000000	0.000000
17.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000308	0.000000	0.000000	0.449080	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
17.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000249	0.000000	0.000000	0.232777	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
17.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000324	0.000000	0.000000	0.566368	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
17.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000367	0.000000	0.000000	0.096248	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
18.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000735	0.000000	0.000000	-0.164405	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
18.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000214	0.000000	0.000000	0.706780	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
18.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000232	0.000000	0.000000	0.462672	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
18.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000382	0.000000	0.000000	0.277109	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
18.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000260	0.000000	0.000000	0.536968	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
18.500000	1.027571	0.000000	0.000000	-2.964975	0.000000	0.000000	1.000000	NaN	NaN	0.003246	0.000000	0.000000	1.805533	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.236240	-Inf	-Inf	-169.880576	0.000000	0.000000
18.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000269	0.000000	0.000000	-0.366550	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
18.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000245	0.000000	0.000000	-0.177165	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
18.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000253	0.000000	0.000000	-0.116546	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
18.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000211	0.000000	0.000000	-0.124337	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
19.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000589	0.000000	0.000000	0.708482	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
19.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000270	0.000000	0.000000	0.293640	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
19.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000148	0.000000	0.000000	-0.093267	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
19.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000179	0.000000	0.000000	0.535045	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
19.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.034035E-5	0.000000	0.000000	-0.612344	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
19.500000	0.375587	0.000000	0.000000	2.741270	0.000000	0.000000	1.000000	NaN	NaN	0.001203	0.000000	0.000000	-1.909858	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-8.505789	-Inf	-Inf	157.063200	0.000000	0.000000
19.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000221	0.000000	0.000000	0.428470	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
19.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000195	0.000000	0.000000	0.657576	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
19.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000149	0.000000	0.000000	0.169168	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
19.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000216	0.000000	0.000000	0.130010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
20.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000448	0.000000	0.000000	-0.163798	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
20.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000184	0.000000	0.000000	0.574708	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
20.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000270	0.000000	0.000000	0.570281	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
20.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000193	0.000000	0.000000	0.201183	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
20.400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000245	0.000000	0.000000	0.333552	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
20.500000	0.556458	0.000000	0.000000	1.673590	0.000000	0.000000	1.000000	NaN	NaN	0.001422	0.000000	0.000000	0.167197	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-5.091350	-Inf	-Inf	95.889660	0.000000	0.000000
20.600000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000139	0.000000	0.000000	0.347184	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
20.700000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000170	0.000000	0.000000	0.049540	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
20.800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000194	0.000000	0.000000	0.226329	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
20.900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000174	0.000000	0.000000	0.375371	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
21.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000246	0.000000	0.000000	-2.625162	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
21.100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000193	0.000000	0.000000	-0.378791	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
21.200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.594321E-5	0.000000	0.000000	0.436811	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
21.300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000205	0.000000	0.000000	0.159639	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
