X_Value	Input Trajectory	Displacement 1	Displacement 2	Displacement 3	Control Effort	Velocity 1	Velocity 2	Velocity 3	Acceleration 1	Acceleration 2	Acceleration 3	Comment
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	-25.627542
0.001000	0.000000	0.000000	0.000000	-2.938699E-157	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	-25.627542
0.002000	0.000000	0.000000	0.000000	1.567646E-160	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	-25.627542
0.003000	0.000000	0.000000	0.000000	8.817271E-157	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	-25.627542
0.004000	0.000000	0.000000	0.000000	-1.097563E-159	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	-25.627542
0.005000	0.000000	0.000000	0.000000	-3.233391E-156	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	-25.627542
0.006000	0.000000	0.000000	0.000000	6.116074E-159	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	-25.627542
0.007000	0.000000	0.000000	0.000000	1.205313E-155	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	-25.627542
0.008000	0.000000	0.000000	0.000000	-3.042882E-158	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	-25.627542
0.009000	0.000000	0.000000	0.000000	-4.498392E-155	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	-25.627542
0.010000	0.000000	0.000000	0.000000	1.419734E-157	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	-25.627542
0.011000	0.000000	0.000000	0.000000	1.679005E-154	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	-25.627542
0.012000	0.000000	0.000000	0.000000	-6.359311E-157	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	-25.627542
0.013000	0.000000	0.000000	0.000000	-6.266848E-154	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	-25.627542
0.014000	0.000000	0.000000	0.000000	2.769360E-156	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	-25.627542
0.015000	0.000000	0.000000	0.000000	2.339088E-153	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	-25.627542
0.016000	0.000000	0.000000	0.000000	-1.181391E-155	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	-25.627542
0.017000	0.000000	0.000000	0.000000	-8.730597E-153	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	-25.627542
0.018000	0.000000	0.000000	0.000000	4.960995E-155	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	-25.627542
0.019000	0.000000	0.000000	0.000000	3.258677E-152	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	-25.627542
0.020000	0.000000	0.000000	0.000000	-2.057542E-154	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	-25.627542
0.021000	0.000000	0.000000	0.000000	-1.216294E-151	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	0.000000
0.022000	0.000000	0.000000	0.000000	8.448192E-154	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	0.000000
0.023000	0.000000	0.000000	0.000000	4.539791E-151	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	0.000000
0.024000	0.000000	0.000000	0.000000	-3.440129E-153	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	0.000000
0.025000	0.000000	0.000000	0.000000	-1.694467E-150	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	0.000000
0.026000	0.000000	0.000000	0.000000	1.391102E-152	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	0.000000
0.027000	0.000000	0.000000	0.000000	6.324559E-150	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	0.000000
0.028000	0.000000	0.000000	0.000000	-5.591986E-152	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	0.000000
0.029000	0.000000	0.000000	0.000000	-2.360627E-149	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	0.000000
0.030000	0.000000	0.000000	0.000000	2.236411E-151	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	0.000000
0.031000	0.000000	0.000000	0.000000	8.810985E-149	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	0.000000
0.032000	0.000000	0.000000	0.000000	-8.904355E-151	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	0.000000
0.033000	0.000000	0.000000	0.000000	-3.288679E-148	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	0.000000
0.034000	0.000000	0.000000	0.000000	3.531454E-150	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	0.000000
0.035000	0.000000	0.000000	0.000000	1.227492E-147	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	0.000000
0.036000	0.000000	0.000000	0.000000	-1.395723E-149	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	0.000000
0.037000	0.000000	0.000000	0.000000	-4.581582E-147	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	0.000000
0.038000	0.000000	0.000000	0.000000	5.499238E-149	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	0.000000
0.039000	0.000000	0.000000	0.000000	1.710064E-146	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	0.000000
0.040000	0.000000	0.000000	0.000000	-2.160732E-148	0.000000	0.000000	0.000000	-0.538178	0.000000	0.000000	0.000000
